k,coverage,strat
42,3056,Greedy
43,3064,Greedy
44,3072,Greedy
45,3079,Greedy
46,3085,Greedy
47,3091,Greedy
48,3097,Greedy
49,3103,Greedy
50,3108,Greedy
51,3113,Greedy
52,3118,Greedy
53,3122,Greedy
54,3126,Greedy
55,3130,Greedy
56,3134,Greedy
57,3138,Greedy
58,3142,Greedy
59,3146,Greedy
60,3150,Greedy
61,3154,Greedy
62,3158,Greedy
63,3162,Greedy
64,3165,Greedy
65,3168,Greedy
66,3171,Greedy
67,3174,Greedy
68,3177,Greedy
69,3180,Greedy
70,3183,Greedy
71,3186,Greedy
72,3189,Greedy
73,3192,Greedy
74,3195,Greedy
75,3198,Greedy
76,3200,Greedy
77,3202,Greedy
78,3204,Greedy
79,3206,Greedy
80,3208,Greedy
81,3210,Greedy
82,3212,Greedy
83,3214,Greedy
84,3216,Greedy
85,3218,Greedy
86,3220,Greedy
87,3222,Greedy
88,3224,Greedy
89,3226,Greedy
90,3228,Greedy
91,3230,Greedy
92,3232,Greedy
93,3234,Greedy
94,3236,Greedy
95,3238,Greedy
96,3240,Greedy
97,3242,Greedy
98,3244,Greedy
99,3246,Greedy
100,3248,Greedy
101,3250,Greedy
102,3252,Greedy
103,3254,Greedy
104,3256,Greedy
105,3258,Greedy
106,3260,Greedy
107,3262,Greedy
108,3263,Greedy
109,3264,Greedy
110,3265,Greedy
111,3266,Greedy
112,3267,Greedy
113,3268,Greedy
114,3269,Greedy
115,3270,Greedy
116,3271,Greedy
117,3272,Greedy
118,3273,Greedy
119,3274,Greedy
120,3275,Greedy
121,3276,Greedy
122,3277,Greedy
123,3278,Greedy
124,3279,Greedy
125,3280,Greedy
126,3281,Greedy
127,3282,Greedy
128,3283,Greedy
129,3284,Greedy
130,3285,Greedy
131,3286,Greedy
132,3287,Greedy
133,3288,Greedy
1,614,Greedy
2,1022,Greedy
3,1391,Greedy
4,1655,Greedy
5,1859,Greedy
6,1962,Greedy
7,2065,Greedy
8,2155,Greedy
9,2243,Greedy
10,2326,Greedy
11,2393,Greedy
12,2460,Greedy
13,2502,Greedy
14,2544,Greedy
15,2583,Greedy
16,2620,Greedy
17,2654,Greedy
18,2684,Greedy
19,2709,Greedy
20,2732,Greedy
21,2755,Greedy
22,2777,Greedy
23,2799,Greedy
24,2821,Greedy
25,2839,Greedy
26,2856,Greedy
27,2873,Greedy
28,2889,Greedy
29,2904,Greedy
30,2918,Greedy
31,2932,Greedy
32,2945,Greedy
33,2958,Greedy
34,2970,Greedy
35,2981,Greedy
36,2991,Greedy
37,3001,Greedy
38,3011,Greedy
39,3021,Greedy
40,3030,Greedy
41,3039,Greedy
42,3047,Greedy
43,3055,Greedy
44,3063,Greedy
45,3070,Greedy
46,3076,Greedy
47,3082,Greedy
48,3088,Greedy
49,3094,Greedy
50,3099,Greedy
51,3104,Greedy
52,3109,Greedy
53,3113,Greedy
54,3117,Greedy
55,3121,Greedy
56,3125,Greedy
57,3129,Greedy
58,3133,Greedy
59,3137,Greedy
60,3141,Greedy
61,3145,Greedy
62,3149,Greedy
63,3153,Greedy
64,3156,Greedy
65,3159,Greedy
66,3162,Greedy
67,3165,Greedy
68,3168,Greedy
69,3171,Greedy
70,3174,Greedy
71,3177,Greedy
72,3180,Greedy
73,3182,Greedy
74,3184,Greedy
75,3186,Greedy
76,3188,Greedy
77,3190,Greedy
78,3192,Greedy
79,3194,Greedy
80,3196,Greedy
81,3198,Greedy
82,3200,Greedy
83,3202,Greedy
84,3204,Greedy
85,3206,Greedy
86,3208,Greedy
87,3210,Greedy
88,3212,Greedy
89,3214,Greedy
90,3216,Greedy
91,3218,Greedy
92,3220,Greedy
93,3222,Greedy
94,3224,Greedy
95,3226,Greedy
96,3228,Greedy
97,3230,Greedy
98,3232,Greedy
99,3234,Greedy
100,3236,Greedy
101,3238,Greedy
102,3240,Greedy
103,3242,Greedy
104,3244,Greedy
105,3246,Greedy
106,3248,Greedy
107,3250,Greedy
108,3252,Greedy
109,3254,Greedy
110,3256,Greedy
111,3258,Greedy
112,3259,Greedy
113,3260,Greedy
114,3261,Greedy
115,3262,Greedy
116,3263,Greedy
117,3264,Greedy
118,3265,Greedy
119,3266,Greedy
120,3267,Greedy
121,3268,Greedy
122,3269,Greedy
123,3270,Greedy
124,3271,Greedy
125,3272,Greedy
126,3273,Greedy
127,3274,Greedy
128,3275,Greedy
129,3276,Greedy
130,3277,Greedy
131,3278,Greedy
132,3279,Greedy
133,3280,Greedy
1,611,Greedy
2,1021,Greedy
3,1390,Greedy
4,1654,Greedy
5,1858,Greedy
6,1962,Greedy
7,2066,Greedy
8,2157,Greedy
9,2245,Greedy
10,2328,Greedy
11,2395,Greedy
12,2462,Greedy
13,2504,Greedy
14,2546,Greedy
15,2585,Greedy
16,2622,Greedy
17,2658,Greedy
18,2688,Greedy
19,2713,Greedy
20,2737,Greedy
21,2760,Greedy
22,2782,Greedy
23,2804,Greedy
24,2826,Greedy
25,2844,Greedy
26,2861,Greedy
27,2877,Greedy
28,2893,Greedy
29,2908,Greedy
30,2923,Greedy
31,2937,Greedy
32,2951,Greedy
33,2964,Greedy
34,2977,Greedy
35,2989,Greedy
36,3000,Greedy
37,3010,Greedy
38,3020,Greedy
39,3030,Greedy
40,3039,Greedy
41,3048,Greedy
42,3057,Greedy
43,3065,Greedy
44,3072,Greedy
45,3079,Greedy
46,3085,Greedy
47,3091,Greedy
48,3097,Greedy
49,3103,Greedy
50,3108,Greedy
51,3113,Greedy
52,3118,Greedy
53,3122,Greedy
54,3126,Greedy
55,3130,Greedy
56,3134,Greedy
57,3138,Greedy
58,3142,Greedy
59,3146,Greedy
60,3150,Greedy
61,3153,Greedy
62,3156,Greedy
63,3159,Greedy
64,3162,Greedy
65,3165,Greedy
66,3168,Greedy
67,3171,Greedy
68,3174,Greedy
69,3177,Greedy
70,3180,Greedy
71,3183,Greedy
72,3185,Greedy
73,3187,Greedy
74,3189,Greedy
75,3191,Greedy
76,3193,Greedy
77,3195,Greedy
78,3197,Greedy
79,3199,Greedy
80,3201,Greedy
81,3203,Greedy
82,3205,Greedy
83,3207,Greedy
84,3209,Greedy
85,3211,Greedy
86,3213,Greedy
87,3215,Greedy
88,3217,Greedy
89,3219,Greedy
90,3221,Greedy
91,3223,Greedy
92,3225,Greedy
93,3227,Greedy
94,3229,Greedy
95,3231,Greedy
96,3233,Greedy
97,3235,Greedy
98,3237,Greedy
99,3239,Greedy
100,3241,Greedy
101,3243,Greedy
102,3245,Greedy
103,3247,Greedy
104,3249,Greedy
105,3251,Greedy
106,3253,Greedy
107,3255,Greedy
108,3257,Greedy
109,3259,Greedy
110,3260,Greedy
111,3261,Greedy
112,3262,Greedy
113,3263,Greedy
114,3264,Greedy
115,3265,Greedy
116,3266,Greedy
117,3267,Greedy
118,3268,Greedy
119,3269,Greedy
120,3270,Greedy
121,3271,Greedy
122,3272,Greedy
123,3273,Greedy
124,3274,Greedy
125,3275,Greedy
126,3276,Greedy
127,3277,Greedy
128,3278,Greedy
129,3279,Greedy
130,3280,Greedy
131,3281,Greedy
132,3282,Greedy
133,3283,Greedy
1,610,Greedy
2,1019,Greedy
3,1389,Greedy
4,1653,Greedy
5,1857,Greedy
6,1961,Greedy
7,2065,Greedy
8,2155,Greedy
9,2243,Greedy
10,2326,Greedy
11,2394,Greedy
12,2461,Greedy
13,2503,Greedy
14,2545,Greedy
15,2584,Greedy
16,2621,Greedy
17,2656,Greedy
18,2686,Greedy
19,2711,Greedy
20,2735,Greedy
21,2757,Greedy
22,2779,Greedy
23,2801,Greedy
24,2823,Greedy
25,2842,Greedy
26,2860,Greedy
27,2877,Greedy
28,2894,Greedy
29,2909,Greedy
30,2923,Greedy
31,2937,Greedy
32,2950,Greedy
33,2963,Greedy
34,2975,Greedy
35,2987,Greedy
36,2998,Greedy
37,3008,Greedy
38,3018,Greedy
39,3028,Greedy
40,3037,Greedy
41,3046,Greedy
42,3055,Greedy
43,3063,Greedy
44,3071,Greedy
45,3079,Greedy
46,3086,Greedy
47,3092,Greedy
48,3098,Greedy
49,3104,Greedy
50,3110,Greedy
51,3116,Greedy
52,3121,Greedy
53,3126,Greedy
54,3130,Greedy
55,3134,Greedy
56,3138,Greedy
57,3142,Greedy
58,3146,Greedy
59,3150,Greedy
60,3154,Greedy
61,3158,Greedy
62,3162,Greedy
63,3165,Greedy
64,3168,Greedy
65,3171,Greedy
66,3174,Greedy
67,3177,Greedy
68,3180,Greedy
69,3183,Greedy
70,3186,Greedy
71,3189,Greedy
72,3192,Greedy
73,3195,Greedy
74,3198,Greedy
75,3201,Greedy
76,3204,Greedy
77,3207,Greedy
78,3210,Greedy
79,3213,Greedy
80,3216,Greedy
81,3218,Greedy
82,3220,Greedy
83,3222,Greedy
84,3224,Greedy
85,3226,Greedy
86,3228,Greedy
87,3230,Greedy
88,3232,Greedy
89,3234,Greedy
90,3236,Greedy
91,3238,Greedy
92,3240,Greedy
93,3242,Greedy
94,3244,Greedy
95,3246,Greedy
96,3248,Greedy
97,3250,Greedy
98,3252,Greedy
99,3254,Greedy
100,3256,Greedy
101,3258,Greedy
102,3260,Greedy
103,3262,Greedy
104,3264,Greedy
105,3266,Greedy
106,3268,Greedy
107,3270,Greedy
108,3272,Greedy
109,3274,Greedy
110,3276,Greedy
111,3278,Greedy
112,3280,Greedy
113,3281,Greedy
114,3282,Greedy
115,3283,Greedy
116,3284,Greedy
117,3285,Greedy
118,3286,Greedy
119,3287,Greedy
120,3288,Greedy
121,3289,Greedy
122,3290,Greedy
123,3291,Greedy
124,3292,Greedy
125,3293,Greedy
126,3294,Greedy
127,3295,Greedy
128,3296,Greedy
129,3297,Greedy
130,3298,Greedy
131,3299,Greedy
132,3300,Greedy
133,3301,Greedy
1,614,Greedy
2,1022,Greedy
3,1391,Greedy
4,1655,Greedy
5,1859,Greedy
6,1962,Greedy
7,2065,Greedy
8,2155,Greedy
9,2243,Greedy
10,2326,Greedy
11,2393,Greedy
12,2460,Greedy
13,2502,Greedy
14,2544,Greedy
15,2583,Greedy
16,2620,Greedy
17,2654,Greedy
18,2684,Greedy
19,2709,Greedy
20,2732,Greedy
21,2755,Greedy
22,2777,Greedy
23,2799,Greedy
24,2821,Greedy
25,2839,Greedy
26,2856,Greedy
27,2873,Greedy
28,2889,Greedy
29,2904,Greedy
30,2918,Greedy
31,2932,Greedy
32,2945,Greedy
33,2958,Greedy
34,2970,Greedy
35,2981,Greedy
36,2991,Greedy
37,3001,Greedy
38,3011,Greedy
39,3021,Greedy
40,3030,Greedy
41,3039,Greedy
42,3047,Greedy
43,3055,Greedy
44,3063,Greedy
45,3070,Greedy
46,3076,Greedy
47,3082,Greedy
48,3088,Greedy
49,3094,Greedy
50,3099,Greedy
51,3104,Greedy
52,3109,Greedy
53,3113,Greedy
54,3117,Greedy
55,3121,Greedy
56,3125,Greedy
57,3129,Greedy
58,3133,Greedy
59,3137,Greedy
60,3141,Greedy
61,3145,Greedy
62,3149,Greedy
63,3153,Greedy
64,3156,Greedy
65,3159,Greedy
66,3162,Greedy
67,3165,Greedy
68,3168,Greedy
69,3171,Greedy
70,3174,Greedy
71,3177,Greedy
72,3180,Greedy
73,3182,Greedy
74,3184,Greedy
75,3186,Greedy
76,3188,Greedy
77,3190,Greedy
78,3192,Greedy
79,3194,Greedy
80,3196,Greedy
81,3198,Greedy
82,3200,Greedy
83,3202,Greedy
84,3204,Greedy
85,3206,Greedy
86,3208,Greedy
87,3210,Greedy
88,3212,Greedy
89,3214,Greedy
90,3216,Greedy
91,3218,Greedy
92,3220,Greedy
93,3222,Greedy
94,3224,Greedy
95,3226,Greedy
96,3228,Greedy
97,3230,Greedy
98,3232,Greedy
99,3234,Greedy
100,3236,Greedy
101,3238,Greedy
102,3240,Greedy
103,3242,Greedy
104,3244,Greedy
105,3246,Greedy
106,3248,Greedy
107,3250,Greedy
108,3252,Greedy
109,3254,Greedy
110,3256,Greedy
111,3258,Greedy
112,3259,Greedy
113,3260,Greedy
114,3261,Greedy
115,3262,Greedy
116,3263,Greedy
117,3264,Greedy
118,3265,Greedy
119,3266,Greedy
120,3267,Greedy
121,3268,Greedy
122,3269,Greedy
123,3270,Greedy
124,3271,Greedy
125,3272,Greedy
126,3273,Greedy
127,3274,Greedy
128,3275,Greedy
129,3276,Greedy
130,3277,Greedy
131,3278,Greedy
132,3279,Greedy
133,3280,Greedy
1,611,Greedy
2,1021,Greedy
3,1390,Greedy
4,1654,Greedy
5,1858,Greedy
6,1962,Greedy
7,2066,Greedy
8,2157,Greedy
9,2245,Greedy
10,2328,Greedy
11,2395,Greedy
12,2462,Greedy
13,2504,Greedy
14,2546,Greedy
15,2585,Greedy
16,2622,Greedy
17,2658,Greedy
18,2688,Greedy
19,2713,Greedy
20,2737,Greedy
21,2760,Greedy
22,2782,Greedy
23,2804,Greedy
24,2826,Greedy
25,2844,Greedy
26,2861,Greedy
27,2877,Greedy
28,2893,Greedy
29,2908,Greedy
30,2923,Greedy
31,2937,Greedy
32,2951,Greedy
33,2964,Greedy
34,2977,Greedy
35,2989,Greedy
36,3000,Greedy
37,3010,Greedy
38,3020,Greedy
39,3030,Greedy
40,3039,Greedy
41,3048,Greedy
42,3057,Greedy
43,3065,Greedy
44,3072,Greedy
45,3079,Greedy
46,3085,Greedy
47,3091,Greedy
48,3097,Greedy
49,3103,Greedy
50,3108,Greedy
51,3113,Greedy
52,3118,Greedy
53,3122,Greedy
54,3126,Greedy
55,3130,Greedy
56,3134,Greedy
57,3138,Greedy
58,3142,Greedy
59,3146,Greedy
60,3150,Greedy
61,3153,Greedy
62,3156,Greedy
63,3159,Greedy
64,3162,Greedy
65,3165,Greedy
66,3168,Greedy
67,3171,Greedy
68,3174,Greedy
69,3177,Greedy
70,3180,Greedy
71,3183,Greedy
72,3185,Greedy
73,3187,Greedy
74,3189,Greedy
75,3191,Greedy
76,3193,Greedy
77,3195,Greedy
78,3197,Greedy
79,3199,Greedy
80,3201,Greedy
81,3203,Greedy
82,3205,Greedy
83,3207,Greedy
84,3209,Greedy
85,3211,Greedy
86,3213,Greedy
87,3215,Greedy
88,3217,Greedy
89,3219,Greedy
90,3221,Greedy
91,3223,Greedy
92,3225,Greedy
93,3227,Greedy
94,3229,Greedy
95,3231,Greedy
96,3233,Greedy
97,3235,Greedy
98,3237,Greedy
99,3239,Greedy
100,3241,Greedy
101,3243,Greedy
102,3245,Greedy
103,3247,Greedy
104,3249,Greedy
105,3251,Greedy
106,3253,Greedy
107,3255,Greedy
108,3257,Greedy
109,3259,Greedy
110,3260,Greedy
111,3261,Greedy
112,3262,Greedy
113,3263,Greedy
114,3264,Greedy
115,3265,Greedy
116,3266,Greedy
117,3267,Greedy
118,3268,Greedy
119,3269,Greedy
120,3270,Greedy
121,3271,Greedy
122,3272,Greedy
123,3273,Greedy
124,3274,Greedy
125,3275,Greedy
126,3276,Greedy
127,3277,Greedy
128,3278,Greedy
129,3279,Greedy
130,3280,Greedy
131,3281,Greedy
132,3282,Greedy
133,3283,Greedy
1,611,Greedy
2,1021,Greedy
3,1390,Greedy
4,1654,Greedy
5,1858,Greedy
6,1962,Greedy
7,2066,Greedy
8,2157,Greedy
9,2245,Greedy
10,2328,Greedy
11,2395,Greedy
12,2462,Greedy
13,2504,Greedy
14,2546,Greedy
15,2585,Greedy
16,2622,Greedy
17,2658,Greedy
18,2688,Greedy
19,2713,Greedy
20,2737,Greedy
21,2760,Greedy
22,2782,Greedy
23,2804,Greedy
24,2826,Greedy
25,2844,Greedy
26,2861,Greedy
27,2877,Greedy
28,2893,Greedy
29,2908,Greedy
30,2923,Greedy
31,2937,Greedy
32,2951,Greedy
33,2964,Greedy
34,2977,Greedy
35,2989,Greedy
36,3000,Greedy
37,3010,Greedy
38,3020,Greedy
39,3030,Greedy
40,3039,Greedy
41,3048,Greedy
42,3057,Greedy
43,3065,Greedy
44,3072,Greedy
45,3079,Greedy
46,3085,Greedy
47,3091,Greedy
48,3097,Greedy
49,3103,Greedy
50,3108,Greedy
51,3113,Greedy
52,3118,Greedy
53,3122,Greedy
54,3126,Greedy
55,3130,Greedy
56,3134,Greedy
57,3138,Greedy
58,3142,Greedy
59,3146,Greedy
60,3150,Greedy
61,3153,Greedy
62,3156,Greedy
63,3159,Greedy
64,3162,Greedy
65,3165,Greedy
66,3168,Greedy
67,3171,Greedy
68,3174,Greedy
69,3177,Greedy
70,3180,Greedy
71,3183,Greedy
72,3185,Greedy
73,3187,Greedy
74,3189,Greedy
75,3191,Greedy
76,3193,Greedy
77,3195,Greedy
78,3197,Greedy
79,3199,Greedy
80,3201,Greedy
81,3203,Greedy
82,3205,Greedy
83,3207,Greedy
84,3209,Greedy
85,3211,Greedy
86,3213,Greedy
87,3215,Greedy
88,3217,Greedy
89,3219,Greedy
90,3221,Greedy
91,3223,Greedy
92,3225,Greedy
93,3227,Greedy
94,3229,Greedy
95,3231,Greedy
96,3233,Greedy
97,3235,Greedy
98,3237,Greedy
99,3239,Greedy
100,3241,Greedy
101,3243,Greedy
102,3245,Greedy
103,3247,Greedy
104,3249,Greedy
105,3251,Greedy
106,3253,Greedy
107,3255,Greedy
108,3257,Greedy
109,3259,Greedy
110,3260,Greedy
111,3261,Greedy
112,3262,Greedy
113,3263,Greedy
114,3264,Greedy
115,3265,Greedy
116,3266,Greedy
117,3267,Greedy
118,3268,Greedy
119,3269,Greedy
120,3270,Greedy
121,3271,Greedy
122,3272,Greedy
123,3273,Greedy
124,3274,Greedy
125,3275,Greedy
126,3276,Greedy
127,3277,Greedy
128,3278,Greedy
129,3279,Greedy
130,3280,Greedy
131,3281,Greedy
132,3282,Greedy
133,3283,Greedy
1,614,Greedy
2,1022,Greedy
3,1391,Greedy
4,1655,Greedy
5,1859,Greedy
6,1962,Greedy
7,2065,Greedy
8,2155,Greedy
9,2243,Greedy
10,2326,Greedy
11,2393,Greedy
12,2460,Greedy
13,2502,Greedy
14,2544,Greedy
15,2583,Greedy
16,2620,Greedy
17,2654,Greedy
18,2684,Greedy
19,2709,Greedy
20,2732,Greedy
21,2755,Greedy
22,2777,Greedy
23,2799,Greedy
24,2821,Greedy
25,2839,Greedy
26,2856,Greedy
27,2873,Greedy
28,2889,Greedy
29,2904,Greedy
30,2918,Greedy
31,2932,Greedy
32,2945,Greedy
33,2958,Greedy
34,2970,Greedy
35,2981,Greedy
36,2991,Greedy
37,3001,Greedy
38,3011,Greedy
39,3021,Greedy
40,3030,Greedy
41,3039,Greedy
42,3047,Greedy
43,3055,Greedy
44,3063,Greedy
45,3070,Greedy
46,3076,Greedy
47,3082,Greedy
48,3088,Greedy
49,3094,Greedy
50,3099,Greedy
51,3104,Greedy
52,3109,Greedy
53,3113,Greedy
54,3117,Greedy
55,3121,Greedy
56,3125,Greedy
57,3129,Greedy
58,3133,Greedy
59,3137,Greedy
60,3141,Greedy
61,3145,Greedy
62,3149,Greedy
63,3153,Greedy
64,3156,Greedy
65,3159,Greedy
66,3162,Greedy
67,3165,Greedy
68,3168,Greedy
69,3171,Greedy
70,3174,Greedy
71,3177,Greedy
72,3180,Greedy
73,3182,Greedy
74,3184,Greedy
75,3186,Greedy
76,3188,Greedy
77,3190,Greedy
78,3192,Greedy
79,3194,Greedy
80,3196,Greedy
81,3198,Greedy
82,3200,Greedy
83,3202,Greedy
84,3204,Greedy
85,3206,Greedy
86,3208,Greedy
87,3210,Greedy
88,3212,Greedy
89,3214,Greedy
90,3216,Greedy
91,3218,Greedy
92,3220,Greedy
93,3222,Greedy
94,3224,Greedy
95,3226,Greedy
96,3228,Greedy
97,3230,Greedy
98,3232,Greedy
99,3234,Greedy
100,3236,Greedy
101,3238,Greedy
102,3240,Greedy
103,3242,Greedy
104,3244,Greedy
105,3246,Greedy
106,3248,Greedy
107,3250,Greedy
108,3252,Greedy
109,3254,Greedy
110,3256,Greedy
111,3258,Greedy
112,3259,Greedy
113,3260,Greedy
114,3261,Greedy
115,3262,Greedy
116,3263,Greedy
117,3264,Greedy
118,3265,Greedy
119,3266,Greedy
120,3267,Greedy
121,3268,Greedy
122,3269,Greedy
123,3270,Greedy
124,3271,Greedy
125,3272,Greedy
126,3273,Greedy
127,3274,Greedy
128,3275,Greedy
129,3276,Greedy
130,3277,Greedy
131,3278,Greedy
132,3279,Greedy
133,3280,Greedy
1,610,Greedy
2,1019,Greedy
3,1387,Greedy
4,1651,Greedy
5,1856,Greedy
6,1959,Greedy
7,2062,Greedy
8,2152,Greedy
9,2240,Greedy
10,2323,Greedy
11,2390,Greedy
12,2457,Greedy
13,2500,Greedy
14,2542,Greedy
15,2581,Greedy
16,2618,Greedy
17,2653,Greedy
18,2683,Greedy
19,2708,Greedy
20,2731,Greedy
21,2753,Greedy
22,2775,Greedy
23,2797,Greedy
24,2819,Greedy
25,2837,Greedy
26,2854,Greedy
27,2870,Greedy
28,2886,Greedy
29,2901,Greedy
30,2915,Greedy
31,2929,Greedy
32,2942,Greedy
33,2954,Greedy
34,2966,Greedy
35,2978,Greedy
36,2988,Greedy
37,2998,Greedy
38,3008,Greedy
39,3018,Greedy
40,3027,Greedy
41,3036,Greedy
42,3045,Greedy
43,3053,Greedy
44,3060,Greedy
45,3067,Greedy
46,3074,Greedy
47,3080,Greedy
48,3086,Greedy
49,3092,Greedy
50,3098,Greedy
51,3103,Greedy
52,3107,Greedy
53,3111,Greedy
54,3115,Greedy
55,3119,Greedy
56,3123,Greedy
57,3127,Greedy
58,3131,Greedy
59,3135,Greedy
60,3139,Greedy
61,3143,Greedy
62,3147,Greedy
63,3150,Greedy
64,3153,Greedy
65,3156,Greedy
66,3159,Greedy
67,3162,Greedy
68,3165,Greedy
69,3168,Greedy
70,3171,Greedy
71,3174,Greedy
72,3177,Greedy
73,3180,Greedy
74,3183,Greedy
75,3186,Greedy
76,3189,Greedy
77,3192,Greedy
78,3194,Greedy
79,3196,Greedy
80,3198,Greedy
81,3200,Greedy
82,3202,Greedy
83,3204,Greedy
84,3206,Greedy
85,3208,Greedy
86,3210,Greedy
87,3212,Greedy
88,3214,Greedy
89,3216,Greedy
90,3218,Greedy
91,3220,Greedy
92,3222,Greedy
93,3224,Greedy
94,3226,Greedy
95,3228,Greedy
96,3230,Greedy
97,3232,Greedy
98,3234,Greedy
99,3236,Greedy
100,3238,Greedy
101,3240,Greedy
102,3242,Greedy
103,3244,Greedy
104,3246,Greedy
105,3248,Greedy
106,3250,Greedy
107,3251,Greedy
108,3252,Greedy
109,3253,Greedy
110,3254,Greedy
111,3255,Greedy
112,3256,Greedy
113,3257,Greedy
114,3258,Greedy
115,3259,Greedy
116,3260,Greedy
117,3261,Greedy
118,3262,Greedy
119,3263,Greedy
120,3264,Greedy
121,3265,Greedy
122,3266,Greedy
123,3267,Greedy
124,3268,Greedy
125,3269,Greedy
126,3270,Greedy
127,3271,Greedy
128,3272,Greedy
129,3273,Greedy
130,3274,Greedy
131,3275,Greedy
132,3276,Greedy
133,3277,Greedy
1,611,Greedy
2,1019,Greedy
3,1387,Greedy
4,1652,Greedy
5,1856,Greedy
6,1962,Greedy
7,2065,Greedy
8,2155,Greedy
9,2243,Greedy
10,2326,Greedy
11,2394,Greedy
12,2461,Greedy
13,2503,Greedy
14,2545,Greedy
15,2584,Greedy
16,2621,Greedy
17,2656,Greedy
18,2686,Greedy
19,2711,Greedy
20,2734,Greedy
21,2756,Greedy
22,2778,Greedy
23,2800,Greedy
24,2821,Greedy
25,2839,Greedy
26,2856,Greedy
27,2872,Greedy
28,2888,Greedy
29,2904,Greedy
30,2918,Greedy
31,2932,Greedy
32,2945,Greedy
33,2957,Greedy
34,2969,Greedy
35,2981,Greedy
36,2991,Greedy
37,3001,Greedy
38,3011,Greedy
39,3021,Greedy
40,3030,Greedy
41,3039,Greedy
42,3048,Greedy
43,3057,Greedy
44,3064,Greedy
45,3071,Greedy
46,3078,Greedy
47,3084,Greedy
48,3090,Greedy
49,3096,Greedy
50,3101,Greedy
51,3106,Greedy
52,3111,Greedy
53,3115,Greedy
54,3119,Greedy
55,3123,Greedy
56,3127,Greedy
57,3131,Greedy
58,3135,Greedy
59,3139,Greedy
60,3143,Greedy
61,3147,Greedy
62,3150,Greedy
63,3153,Greedy
64,3156,Greedy
65,3159,Greedy
66,3162,Greedy
67,3165,Greedy
68,3168,Greedy
69,3171,Greedy
70,3174,Greedy
71,3177,Greedy
72,3180,Greedy
73,3183,Greedy
74,3186,Greedy
75,3189,Greedy
76,3192,Greedy
77,3195,Greedy
78,3198,Greedy
79,3201,Greedy
80,3204,Greedy
81,3207,Greedy
82,3209,Greedy
83,3211,Greedy
84,3213,Greedy
85,3215,Greedy
86,3217,Greedy
87,3219,Greedy
88,3221,Greedy
89,3223,Greedy
90,3225,Greedy
91,3227,Greedy
92,3229,Greedy
93,3231,Greedy
94,3233,Greedy
95,3235,Greedy
96,3237,Greedy
97,3239,Greedy
98,3241,Greedy
99,3243,Greedy
100,3245,Greedy
101,3247,Greedy
102,3249,Greedy
103,3251,Greedy
104,3253,Greedy
105,3255,Greedy
106,3256,Greedy
107,3257,Greedy
108,3258,Greedy
109,3259,Greedy
110,3260,Greedy
111,3261,Greedy
112,3262,Greedy
113,3263,Greedy
114,3264,Greedy
115,3265,Greedy
116,3266,Greedy
117,3267,Greedy
118,3268,Greedy
119,3269,Greedy
120,3270,Greedy
121,3271,Greedy
122,3272,Greedy
123,3273,Greedy
124,3274,Greedy
125,3275,Greedy
126,3276,Greedy
127,3277,Greedy
128,3278,Greedy
129,3279,Greedy
130,3280,Greedy
131,3281,Greedy
132,3282,Greedy
133,3283,Greedy
1,614,Greedy
2,1028,Greedy
3,1398,Greedy
4,1664,Greedy
5,1869,Greedy
6,1974,Greedy
7,2077,Greedy
8,2169,Greedy
9,2257,Greedy
10,2339,Greedy
11,2406,Greedy
12,2473,Greedy
13,2516,Greedy
14,2558,Greedy
15,2597,Greedy
16,2634,Greedy
17,2667,Greedy
18,2697,Greedy
19,2722,Greedy
20,2745,Greedy
21,2767,Greedy
22,2789,Greedy
23,2811,Greedy
24,2833,Greedy
25,2851,Greedy
26,2868,Greedy
27,2884,Greedy
28,2900,Greedy
29,2915,Greedy
30,2929,Greedy
31,2943,Greedy
32,2956,Greedy
33,2969,Greedy
34,2981,Greedy
35,2992,Greedy
36,3003,Greedy
37,3013,Greedy
38,3023,Greedy
39,3033,Greedy
40,3042,Greedy
41,3051,Greedy
42,3059,Greedy
43,3067,Greedy
44,3074,Greedy
45,3081,Greedy
46,3087,Greedy
47,3093,Greedy
48,3099,Greedy
49,3105,Greedy
50,3111,Greedy
51,3116,Greedy
52,3121,Greedy
53,3125,Greedy
54,3129,Greedy
55,3133,Greedy
56,3137,Greedy
57,3141,Greedy
58,3145,Greedy
59,3149,Greedy
60,3153,Greedy
61,3157,Greedy
62,3161,Greedy
63,3164,Greedy
64,3167,Greedy
65,3170,Greedy
66,3173,Greedy
67,3176,Greedy
68,3179,Greedy
69,3182,Greedy
70,3185,Greedy
71,3188,Greedy
72,3191,Greedy
73,3194,Greedy
74,3196,Greedy
75,3198,Greedy
76,3200,Greedy
77,3202,Greedy
78,3204,Greedy
79,3206,Greedy
80,3208,Greedy
81,3210,Greedy
82,3212,Greedy
83,3214,Greedy
84,3216,Greedy
85,3218,Greedy
86,3220,Greedy
87,3222,Greedy
88,3224,Greedy
89,3226,Greedy
90,3228,Greedy
91,3230,Greedy
92,3232,Greedy
93,3234,Greedy
94,3236,Greedy
95,3238,Greedy
96,3240,Greedy
97,3242,Greedy
98,3244,Greedy
99,3246,Greedy
100,3248,Greedy
101,3250,Greedy
102,3252,Greedy
103,3254,Greedy
104,3256,Greedy
105,3258,Greedy
106,3260,Greedy
107,3262,Greedy
108,3264,Greedy
109,3265,Greedy
110,3266,Greedy
111,3267,Greedy
